Serv 5-14,Show 15-25,Hosp 5-14,Enc 5-14,Giv 5-14,Obeera osinga kwagala kwolesa ekirabo ky’okusaasira okusinga ebirabo ebirala ebyeyoleka. Embeera z’obulamu bwo ziba zaakukyusa nnyo era ne ziteeka okuyaayaana okw’ekitalo mu mutima gwo eri abo ababonyaabonyezebwa oba abanoonya okuyambibwa. Oluusi oyinza okuwulira mu ggwe nti okimanyi nti tewali muntu mulala ayinza okuyambamu abantu kinnoomu nga ggwe.,You prefer to display the gift of mercy more often than other display gifting. The circumstances in your life has impacted you profoundly and placed a special desire in your heart for those who are afflicted or are seeking help. You may often feel as if you know others will not respond to certain individuals the way you do.
Serv 15-25,Show 15-25,Hosp 5-14,Enc 15-25,Giv 5-14,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Obeera n’ekifo eky’enjawulo mu mutima gwo olw’okubazzaamu amaanyi okuyita mu mutima ogw’okwagala , ogufaayo ate ogutasala musango. Kuba kuyaayaana kwo okulaba nti bawulira nga ba mugaso kasita babeera awamu naawe.
 ","You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. You have a special place in your heart for encouraging them with your loving, caring and non-judgmental attitude. It is your desire to give them feel a strong sense of value as long as you are there with them."
Serv 5-14,Show 15-25,Hosp 15-25,Enc 15-25,Giv 5-14,"Obeera n’obusobozi obutali bwa bulijjo obw’okulaga okwagala kwa Katonda n’okusaasira kwe era  ng’oyagala okugabana ekyo ky’owulira n’abalala. Okwaniriza abantu mu maka go y’engeri esinga obulungi ey’okukolamu ekyo. Osanyukira okulaga ekisa eky’ebuziba n’okufaayo eri abo abakwetoolodde. Obeera oyagala okuzzaamu abalala amaanyi n’okulaba nti bakitegeerera ddala nti ggwe wamu n’amaka go oluggi luggule eri bo kubanga otegeera era weeteeka mu mbeera zaabwe.

","You have an unusual ability to show God’s love and mercy and want to share those feelings with others. Welcoming others to your home is a great way to do that. You enjoy expressing deep compassion and caring for those around you. You are willing to encourage others and insure they understand that you and your home is open to them because you understand and relate to their position.
"
Serv 15-25,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Abantu tebakoowa kukunoonya olw’omwoyo gwo ogujjudde ekisa n’okugaba. Obeera n’engeri ey’okwaniriza abalala, okubayamba wamu n’okubawa kye beetaaga ekibaleetera essanyu eritaggwaawo olw’okwewaayo kwo gye bali bwe wali ng’obeetaaga.
",You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. People actively seek you out because of your compassion and giving spirit. You have a way of helping and giving to others that makes a lasting impression on them because of your commitment to them when you needed them.
Serv 5-14,Show 5-14,Hosp 15-25,Enc 5-14,Giv 5-14,"Enzigi zo bulijjo zirabika okubeera enzigule mu biseera eby’obuweereza oba eri abo abatambula okugenda mu mulimo gwa Mukama waffe. Onyumirwa okulaba abalala nga bagabana ku ekyo ky’olina, okufuula obulamu bwabwe obw’enjawulo wamu n’okuyiga engeri Katonda gy’akolera mu bo bwe babeera naawe. Obeera n’obusobozi bw’okujaguliza  mu batukuvu abatwalako akaseera nga bali naawe.
","Your doors always seem to be open for times of ministry or for those traveling in the Lord’s work. You enjoy having others share what you have, making their life special and learning how God works in them while they are with you. You have the ability to rejuvenate the saints that spend time with you."
Serv 5-14,Show 5-14,Hosp 5-14,Enc 15-25,Giv 5-14,"Obeera owulira okuwalirizibwa okuzzaamu abalala amaanyi n’okulaba nti bawulira okwagala kwa Katonda nga bali naawe. Ofuba nnyo okwewala emiramwa egiyinza okuvvuunulwa ng’egimenya amateeka oba emikyamu abalala balyoke bakuwuliriremu eddembe. Owulira ng’ekifo kwe kulumirwa , okusanyusa n’okumulisiza obulamu bw’abalala, n’okusingira ddala abo abalabika okunyoomebwa oba abanyigirizibwa.
","You feel compelled to encourage others and insure they feel God’s love when they are with you. You do your best to avoid subjects that may be interpreted as legalistic or negative so others can feel comfortable around you. You feel as if your place is to hearten, cheer and brighten other’s lives, especially those who seem down or distraught. "
Serv 15-25,Show 5-14,Hosp 15-25,Enc 15-25,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa. Omutima gwo ogw’omuweereza gw’obeera oyagala okugabana n’abalala abalina okukkiriza ng’okukwo. Okwaniriza abantu mu maka go y’engeri esinga obulungi ey’okukolamu ekyo. Abantu tebakoowa kukunoonya olw’omwoyo gwo ogujjudde ekisa n’okugaba. Obeera n’engeri ey’okwaniriza abalala, okubayamba wamu n’okubawa kye beetaaga ng’obazimba era n’obawa essanyu eritaggwaawo.","You have a strong desire to insure other’s needs are met. Your servant’s heart is something you want to share with others who share the faith. Welcoming others to your home is a great way to do that. People actively seek you out because of your compassion and giving spirit. You have a way of welcoming, encouraging, helping and giving to others building them up and leaving a lasting impression."
Serv 15-25,Show 15-25,Hosp 5-14,Enc 15-25,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa. Omutima gwo ogw’omuweereza gw’obeera oyagala okugabana n’abalala abalina okukkiriza ng’okukwo. Okwaniriza abantu mu maka go y’engeri esinga obulungi ey’okukolamu ekyo. 
Abantu tebakoowa kukunoonya olw’omwoyo gwo ogujjudde ekisa n’okugaba. Obeera n’engeri ey’okwaniriza abalala, okubayamba wamu n’okubawa kye beetaaga ng’obazimba era n’obawa essanyu eritaggwaawo
","You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. People actively seek you out because of your compassion and giving spirit. You have a way of encouraging, helping and giving to others building them up and leaving a lasting impression."
Serv 15-25,Show 15-25,Hosp 15-25,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Okwaniriza abantu mu maka go y’engeri esinga obulungi ey’okukolamu ekyo. Abantu tebakoowa kukunoonya olw’omwoyo gwo ogujjudde ekisa n’okugaba. Obeera n’engeri ey’okwaniriza abalala, okubayamba wamu n’okubawa kye beetaaga, ekyo ne kibazimba era ne kibaleetera essanyu eritaggwaawo.","You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. Welcoming others to your home is a great way to do that. People actively seek you out because of your compassion and giving spirit. You have a way of welcoming, helping and giving to others which builds them up, leaving a lasting impression."
Serv 5-14,Show 15-25,Hosp 5-14,Enc 15-25,Giv 5-14,"Obeera n’omutima oguluubirira okugumya n’okuyamba abo abali mu biseera ebizibu. Toba na buzibu okukyusa mu lugendo lwo olw’abo abatalina bulungi mukisa oba abatafiibwako bannaabwe. Ebyo by’oyiseemu mu bulamu Katonda by’akozesa okukuyamba okulumirwa abantu abalala n’okubalaga engeri gy’ofaayo ennyo.
",You have a heart which is focused on encouraging and helping those who are in difficult circumstances. You have no problem going out of your way for those who are less fortunate or have not been recognized by others. Your life experiences  are something that God is using to help you empathize with others and show them how much you care. 
Serv 15-25,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Toba na buzibu okukkakkana ennyo wansi okulaba nga oyamba abalala nga bali mu bwetaavu. Okomebwako mu ngeri ey’enjawulo olw’abo abayita mu biseera ebizibu mu bulamu bwabwe mu kaseera ako. Ggwe obeera ofuba okulaba ng’ebyetaago byabwe 
bisisinkanibwa.",You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. You have no problem digging down deep to help others when they are in need. You are specially touched by those having a hard time in their life at the moment. You want to make sure they have their needs met properly.
Serv 15-25,Show 5-14,Hosp 15-25,Enc 15-25,Giv 5-14,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Osanyukira okuggulawo omutima gwo n’amaka go okulaga abalala okwagala kwa Katonda. Osanyukira okweyambisa ekyo ky’olina okusobola okuyimusa emyoyo gy’abalala era ng’okimanyi nti Katonda alabye ekyetaago kyabwe era n’akyanukula ng’akoozesa abo be yalonda.
",You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. You enjoy opening your heart and home to extend the love of God to others. You enjoy using what you have to lift other’s spirit and know that God has seen their need and answered it through those whom He has appointed. 
Serv 15-25,Show 5-14,Hosp 5-14,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Toba na buzibu okuyamba oba okuwaayo ekyo ky’olina okulaba nti ebyetaago byabwe bisisinkaniddwa. Ofuna essanyu ery’ekitalo mu kubeera omuweereza wamu n’okugabana ekyo ky’olina n’abo abatalina mu ngeri yonna esoboka. 

",You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. You have no problem helping or giving of what you have to insure others have their physical needs met. You find great joy in being a servant and sharing what you have with those who do not have as much as you do.
Serv 15-25,Show 5-14,Hosp 15-25,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Osanyukira okuweereza mu mirimo gy’ekkanisa egiwerako naye okuggulawo amaka go n’okuwaayo olw’okusisinana ebyetaago by’abalala y’engeri gy’osinga okusanyukira mu kulaga okwagala kuli kwe wafuna Kristo bwe yeewaayo ku lulwo.
 ",You have a strong desire to insure other’s needs are met because you feel God’s love and mercy and want to share those feelings with others. You enjoy serving in many areas of the church but opening your home and giving to meet other people’s needs are a way you most enjoy expressing the love you found when Christ gave of Himself to you.
Serv 15-25,Show 5-14,Hosp 5-14,Enc 15-25,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Osanyukira okuweereza mu mirimo gy’ekkanisa egiwerako naye ng’okuzzaamu amaanyi abalala n’okugaba bikuwa essanyu ery’ekitalo. Otera okuwulira nti Katonda akuwadde obusobozi bw’okwogera  n’okukola ebintu abalala bye batasobola era ng’ekyo kikuwa essanyu ery’ekitalo  mu biseera byo eby’okusaba.
",You have a strong desire to insure other’s needs are met because you feel God’s love and want to share those feelings with others. You enjoy serving in many areas of the church but encouraging and giving to others brings you great joy. You often feel that God has given you the ability to say and do things that others cannot and that provide a great sense of joy during your times of prayer.
Serv 5-14,Show 15-25,Hosp 15-25,Enc 5-14,Giv 5-14,"Obeera n’okuyaayaana okw’amaanyi okulaba nti osembeza abo abalwana n’embeera eri embeera yo ey’emirembe ng’emu ku ngeri y’okulagamu okukkiriza kwo nti Katonda ajja kubayambanga bulijjo. Osanyukira okuweereza mu mirimo gy’ekkanisa egiwerako naye ng’okuggulawo amaka go n’omutima gwo eri abo abajoogebwa kikuwa essanyu ery’ekitalo. Bw’osisinkana ebyetaago by’abalala mu ngeri eno, obeera olaga okwagala kuli kwe wafuna Kristo bwe yeewaayo ku lulwo.

",You have a strong desire to bring those who are struggling into your safe environment as a way of expressing your belief that God will care for them long term. You enjoy serving in many areas of the church but opening your home and heart to those downtrodden brings you great joy. When you meet other people’s needs this way you are expressing the love you found when Christ gave of Himself to you.
Serv 5-14,Show 15-25,Hosp 15-25,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti osembeza abo abalwana n’embeera eri embeera yo ey’emirembe ng’emu ku ngeri y’okulagamu okukkiriza kwo nti Katonda ajja kubayambanga bulijjo. Osanyukira okufaayo eri ebyetaago byabwe okuyita mu kubawa ebyo bye batalina. Okuwa abalala ekifaananyi ekiggya ku bulamu n’okubalaga okwagala kwa Katonda okuyita mu kugabana nabo ebintu byo kikuwa okumatizibwa okw’amaanyi.
 ",You have a strong desire to bring those who are struggling into your safe environment as a way of expressing your belief that God will care for them long term. You enjoy caring for their needs by providing what they do not have. Giving others a new look at life and His love by sharing what you have provides great satisfaction to you. 
Serv 15-25,Show 5-14,Hosp 5-14,Enc 15-25,Giv 5-14,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Ekimu ku bisinga okukusanyusa kwe kuweereza abalala n’okusisinkana ebyetaago byabwe. Kino okisanyukira  kubanga otera okufuna omuwaatwa gw’okugumya n’okuyamba abalala okulaba essanyu Mukama lye yajjuza mu mutima gwo. Nabo basobola okulifuna!
",You have a strong desire to insure other’s needs are met because you feel God’s love and want to share those feelings with others. One of your greatest joys is in serving others and meeting their needs. You enjoy this because often you find an opening to encourage and help others see the joy that the Lord has made full in you. They can have it too!
Serv 15-25,Show 5-14,Hosp 15-25,Enc 5-14,Giv 5-14,"Obeera n’okuyaayaana okw’amaanyi okulaba nti ebyetaago by’abalala bituukirizibwa kubanga owulira okwagala kwa Katonda n’okusaasira kwe era ng’oyagala okugabana ekyo ky’owulira n’abalala. Nate ofuna okumatizibwa okw’amaanyi mu kukyala kw’abagenyi n’abo b’olabirira mu maka go olw’okuwummulirako ewuwo. Obeera oyagala nnyo abalala okuwulira obulungi.
",You have a strong desire to insure other’s needs are met because you feel God’s love and want to share those feelings with others. You also find a great deal of satisfaction in having visitors or those you care about in your home for times of refreshing. You love making others feel better.
Serv 5-14,Show 5-14,Hosp 15-25,Enc 5-14,Giv 15-25,"Nate ofuna okumatizibwa okw’amaanyi mu kukyala kw’abagenyi n’abo b’olabirira mu maka go olw’okuwummulirako ewuwo wamu n’okusisinkana ebyetaago byabwe eby’omubiri n’ebyensimbi. Obeera muntu wa kisa akyaza abantu era abo akyala mu maka go mu biseera by’obuweereza bavaayo nga bawulira obawadde omukisa.
","You also find a great deal of satisfaction in having visitors or those you care about in your home for times of refreshing as well as meeting their needs physically and financially. You are a gracious host and people who visit your home during times of ministry leave, feeling blessed by you."
Serv 5-14,Show 5-14,Hosp 15-25,Enc 15-25,Giv 5-14,Nate ofuna okumatizibwa okw’amaanyi mu kukyala kw’abagenyi n’abo b’olabirira mu maka go olw’okuwummulirako ewuwo wamu n’okubazzaamu amaanyi okunyweza okukkiriza. Obeera muntu wa kisa akyaza abantu era abo akyala mu maka go mu biseera by’obuweereza bavaayo nga bawulira essuubi ey’amaanyi.,"You also find a great deal of satisfaction in having visitors or those you care about in your home for times of refreshing and providing them with encouragement to keep the faith. You are a gracious host and people who visit your home during times of ministry leave, feeling optimistic."
Serv 5-14,Show 15-25,Hosp 5-14,Enc 15-25,Giv 5-14,Obeera n’okuyaayaana okw’amaanyi okulaba nti osembeza abo abalwana n’embeera eri embeera yo ey’emirembe ng’emu ku ngeri y’okulagamu okukkiriza kwo nti Katonda ajja kubayambanga bulijjo. Bw’oweereza eri abo abeetaaga oba abalwana n’obulamu obeera n’engeri gy’obaleeteramu okuwulira obulungi wamu n’okulaba obusobozi bwa Katonda. Obeera n’engeri y’okuyambamu abalala olw’okwagala kwa Katonda okuli mu mutima gwo.,You have a strong desire to bring those who are struggling close to you as a way of expressing your belief that God will care for them long term. When you minister to those who are down on their luck or struggling with life you have a way of making them feel better and seeing God’s possibilities. You have a way of making others better because of God’s love in your heart.
Serv 5-14,Show 15-25,Hosp 5-14,Enc 5-14,Giv 15-25,"Obeera n’okuyaayaana okw’amaanyi okulaba nti osembeza abo abalwana n’embeera eri embeera yo ey’emirembe ng’emu ku ngeri y’okulagamu okukki-riza kwo nti Katonda ajja kubayambanga bulijjo. Obeera n’okuyaayaana okw’amaanyi okw’okuwayo eri abo abalwana n’embeera oba abali mu kunyigiri-zibwa. Okwagala kwo mu kubayamba n’okubasaasira kweyoleka bulungi gye bali n’eri  abo abalaba 
okwenyigira kwo mu kuyamba abali mu bwetaavu.",You have a strong desire to bring those who are struggling close to you as a way of expressing your belief that God will care for them long term. You have a great desire to give to those who are struggling or are under stress. Your willingness to help and show mercy is obvious to them and those who see your involvement with those in need.
Wis 15-25,Know 5-14,Prop 5-14,Tea 5-14,Evan 5-14,"Oyolesa obusobozi bw’okulengeza abalala ebuziba n’amagezi eri ensonga ezo eziyinza okutabula oba okuzibuwalira abalala. Obeera n’okumanya okw’ebuziba okukusobozesa okwanguyirwa wamu n’okumanya ensonga ezo enkulu wamu n’ebyokuddamu ebyetaagibwa abalala okusobola okulongoosa obulamu bwabwe obw’omwoyo oba okutereeza engeri  gye balowoozaamu.
",You display an ability to provide insight and wisdom into matters that may puzzle or confuse others. You possess insight that allows you to simplify and identify the core issues and answers which are needed by others to improve their spiritual life or correct their way of thinking. 
Wis 15-25,Know 15-25,Prop 5-14,Tea 5-14,Evan 5-14,"Oyolesa obusobozi bw’okulengeza abalala ebuziba n’amagezi eri ensonga ezo eziyinza okutabula oba okuzibuwalira abalala. Nate obeera n’okuyaayaana okw’ebuziba okw’okuyiga n’okweyongera okumanya ebingi nga kiringa nti Katonda akuwadde amaanyi okutegeera endowooza ye mu biseera ebimu. Okumanya kwo okweyongerayongera kukuwa okulengera ewala okukuyamba okwanguyirwa ensonga enzibuzibu ku  lw’abalala. 
",You display an ability to provide insight and wisdom into matters that may puzzle or confuse others. You also have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. Your accumulated knowledge provides you with insight that often helps to simplify complex issues for others.
Wis 15-25,Know 15-25,Prop 15-25,Tea 5-14,Evan 5-14,"Oyolesa obusobozi bw’okulengeza abalala ebuziba n’amagezi eri ensonga ezo eziyinza okutabula oba okuzibuwalira abalala. Nate obeera n’okuyaayaana okw’ebuziba okw’okuyiga n’okweyongera okumanya ebingi nga kiringa nti Katonda akuwadde amaanyi okutegeera endowooza ye mu biseera ebimu.
Okulengera ewala okwo kwe kukuwaliriza okwogera eri abalala era n’ogabana nabo ekyo Katonda ky’akuwadde. Owulira ng’owalirizibwa okugabana nabo. 
",You display an ability to provide insight and wisdom into matters that may puzzle or confuse others. You also have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. That insight is what drives you to speak out to others and share what God has given you. You feel compelled to share.
Wis 15-25,Know 15-25,Prop 15-25,Tea 15-25,Evan 5-14,"Oyolesa obusobozi bw’okulengeza abalala ebuziba n’amagezi eri ensonga ezo eziyinza okutabula oba okuzibuwalira abalala. Nate obeera n’okuyaayaana okw’ebuziba okw’okuyiga n’okweyongera okumanya ebingi nga kiringa nti Katonda akuwadde amaanyi okutegeera endowooza ye mu biseera ebimu. Okulengera ewala okwo kukuleetera okuyaayaana okw’amaanyi okw’okugabana ekyo ky’omanyi  n’abalala okuyita mu kwogera n’okugabana enjiri.  Weeteeka mu mbeera mw’osobolera okuyigiriza oba okubuulira.
",You display an ability to provide insight and wisdom into matters that may puzzle or confuse others. You also have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. That insight initiates a strong desire to share what you know with others by speaking out and sharing the gospel. You thrive in an atmosphere where you can teach or preach.
Wis 15-25,Know 15-25,Prop 15-25,Tea 15-25,Evan 15-25,"Oyolesa obusobozi bw’okulengeza abalala ebuziba n’amagezi eri ensonga ezo eziyinza okutabula oba okuzibuwalira abalala. Nate obeera n’okuyaayaana okw’ebuziba okw’okuyiga n’okweyongera okumanya ebingi nga kiringa nti Katonda akuwadde amaanyi okutegeera endowooza ye mu biseera ebimu. Okulengera ewala okwo kukuleetera okuyaayaana okw’amaanyi okw’okugabana ekyo ky’omanyi  n’abalala okuyita mu kwogera n’okugabana enjiri.  Weeteeka mu mbeera mw’osobolera okuyigiriza oba okubuulira awamu n’entegeka y’obulokozi ennyangu era ennambulukufu.
",You display an ability to provide insight and wisdom into matters that may puzzle or confuse others. You also have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. That insight initiates a strong desire to share what you know with other by speaking out and sharing the gospel. You thrive in an atmosphere where you can teach or preach with a straight forward simple plan of salvation. 
Wis 5-14,Know 15-25,Prop 15-25,Tea 15-25,Evan 15-25,"Nate obeera n’okuyaayaana okw’ebuziba okw’okuyiga n’okweyongera okumanya ebingi nga kiringa nti Katonda akuwadde amaanyi okutegeera endowooza ye mu biseera ebimu. Okulengera ewala okwo kukuleetera okuyaayaana okw’amaanyi okw’okugabana ekyo ky’omanyi  n’abalala okuyita mu kwogera n’okugabana enjiri.  Weeteeka mu mbeera mw’osobolera okuyigiriza oba okubuulira amawulire amalungi eri abantu abalala. Obeera n’obusobozi obw’okugabana obulungi era mu lwatu ebyo abalala bye beetaaga okuwulira mu biro ebituufu.
",You also have a deep desire to study and learn more as it seems as if God has empowered you to see into his mind at times. That insight initiates a strong desire to share what you know with other by speaking out and sharing the gospel. You thrive in an atmosphere where you can teach or proclaim the good news to others. You have the ability to share clearly and plainly what others need to hear in a timely manner.
